Tweet,Aspek,Sentiment_Score,Sentiment
banjir noh diem aje udah gapunya akal sehat karna udh gade perintah,jenis cuaca ekstrem,-1,Negatif
heruheru udah banjir kok cek pompa air sedia pompa payung hujan coy,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
banjir tu jkt mana loooo oia kan gubernur heru budi bukan anies,jenis cuaca ekstrem,-1,Negatif
mana nih partas sekitar ibukota psi biasa rame kalo banjir sekarang kok kyk sepi,jenis cuaca ekstrem,-1,Negatif
tidur pules masa bodo dg banjirngapain mikir banjir,jenis cuaca ekstrem,-1,Negatif
sjw jakarta ngeributin jpo estetik dgn nada2 jahil tutup mata sama beberapa titik banjir yg mulai genang jalan jalan makanya tuh sebenernya ga ajak cuma bikin pusing doang toxic,jenis cuaca ekstrem,-1,Negatif
heru tidur kata bom bangun jadi ga tau kalo banjir,jenis cuaca ekstrem,-1,Negatif
ngapain pakai jpo mending pakai perahu mumpung banjir,jenis cuaca ekstrem,-1,Negatif
skrg ga banjir,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
kan mah atas banjir akn mudah jdi persiden mlh sekarang ga urus banjir urus nya ank kolega nya hii,jenis cuaca ekstrem,-2,Negatif
banjir biasa memang feb waduh anis jabat feb banjir,jenis cuaca ekstrem,-2,Negatif
brimob polda sulsel gerak cepat evakuasi longsor senin pagi 2622024 kabupaten luwu sulawesi selatan guncang buah bencana tanah longsor jadi desa bonglo camat bastem utara,tanggapan pemerintah atau masyarakat,-1,Negatif
mungkin anies presidenbetul betul atas banjir dijakarta dg tuntas,jenis cuaca ekstrem,-1,Negatif
jakarta banjir tuh,jenis cuaca ekstrem,-1,Negatif
banjir sekarang ajar kalo cuma jadiin banjir alat buat nyerang anies fakta,jenis cuaca ekstrem,-2,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gab tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun,tanggapan pemerintah atau masyarakat,-1,Negatif
hidup era tina toon nyanyi bolo sampe ngurus banjir,jenis cuaca ekstrem,-1,Negatif
operasi tanggulang bencana polri beri bantu evakuasi cepat,tanggapan pemerintah atau masyarakat,-1,Negatif
jakarta banjir sekarang mah gak suranya kmn,jenis cuaca ekstrem,-1,Negatif
sinergi manusia peran negeri personel polri sama tim sar gabung evakuasi jenazah korban seret arus banjir wilayah camat panjang kota bandar lampung,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
udahlah jalan rusak plus banjir nya hahah lengkap dah pku,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban,tanggapan pemerintah atau masyarakat,-1,Negatif
udh banjir rad rumah is out now,jenis cuaca ekstrem,-1,Negatif
banjir banjir rumah is out now,jenis cuaca ekstrem,-2,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
ayu mana kapal mana mau karam siap siap pakw pelampung 10 lapis dulu bentar biar ga banjir air matchaxixixiixixi sory streess dikit gangaruh,jenis cuaca ekstrem,-1,Negatif
banjir banjir banjir biasa paling berisik partai anak muda tuuuh,jenis cuaca ekstrem,-3,Negatif
nyata memang anies ga jalanin normalisasi sungai sungai2 keruk wajar kalo jakarta banjir sebut anies,jenis cuaca ekstrem,-1,Negatif
hok jakarta banjir,jenis cuaca ekstrem,-1,Negatif
bangsat bangsat suka koar koar banjir,jenis cuaca ekstrem,-1,Negatif
banjir ni jakarta ko tumben diem lu,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulsel tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
jakarta banjir mana mana kalo pak jokowi ngga rasa ganggu banget sih mesti dipikirin pj gubernur diterusin begini loh jadi jakarta jaman ahok anies mending padahal,jenis cuaca ekstrem,-1,Negatif
prakira cuaca jumat 1 maret 2024 awas banjir hujan guyur jabodetabek,jenis cuaca ekstrem,-1,Negatif
polri lalu seksi dokkes jajar polda lampung beri layan sehat masyarakat dampak banjir landa beberapa wilayah bandar lampung layan sehat beri vitamin laku door to door jangkau masyarakat,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
suara2 merdu psi lihat banjir gin apa krm tdk lolos senayan,jenis cuaca ekstrem,-1,Negatif
ujan ujan ujan banjir,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
alhamdulillah limpah ruah banjir,jenis cuaca ekstrem,-1,Negatif
perhati banyak gugat yg nada anies ga jadi gubernur jakarta banjir kok kayak malah yg keliru tangan banjir jadi gantung orang bukan sistem arti gagal bikin sistem kalau selalu gantung orang,jenis cuaca ekstrem,-2,Negatif
dah tau amik duit parti satu tu jangan la masuk asb sendiri soal bodoh sangat pergi masuk kt akaun sendiri false hope kt rakyat pasal audit banjir sial la punya mp konon2 paling prinsip ni,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata,tanggapan pemerintah atau masyarakat,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan polisi evakuasi ibu ham jebak macet akibat longsor peran untuknegeri,tanggapan pemerintah atau masyarakat,-1,Negatif
happy kiyowo banjir rejeki,jenis cuaca ekstrem,-1,Negatif
baik mana pakdi awal pak anies megang jakarta hujan deras banjir 4 kali banjir tempat jadi hujan deras stlh tdk pernah banjir nga tau hujan jarang turun daerah kayu tolong krna hujan jarang jkt tp panas bgt jkt masa pak anies,jenis cuaca ekstrem,-2,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
alih isu gegara liwet banjir pak,jenis cuaca ekstrem,-1,Negatif
woi banjir ga sibuk koar koar kh,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
banjir jakarta kok diem malah sibuk kritik jpo buat pak anies gaada yg mau kritik kerja heru ga kerja,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
bner tuh olympus bneran banjir scatter sering cuan,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
mana nih yg suka nyinyir jakarta banjir masa salahin anies,jenis cuaca ekstrem,-1,Negatif
pas jaman anies banjir tumit psi koar koar paling berisik sekarang banjir paha psi,jenis cuaca ekstrem,-2,Negatif
dah tau amik duit parti satu tu jangan la masuk asb sendiri soal bodoh sangat pergi masuk kt akaun sendiri false hope kt rakyat pasal audit banjir sial la punya mp konon2 paling prinsip ni,jenis cuaca ekstrem,-1,Negatif
alhamdulillah limpah ruah banjir,jenis cuaca ekstrem,-1,Negatif
busuk gin padahal kyknya tahun kemarin ga banjir gin dah,jenis cuaca ekstrem,-1,Negatif
masalah banjir selesai kok malah calon presiden,jenis cuaca ekstrem,-1,Negatif
jakarta banjir min kok ga gonggong biasa nya paling lantang kalau jakarta banjir apa gubernur bukan pak anis,jenis cuaca ekstrem,-2,Negatif
waktu anies yg jadi gubernur kalau banjir banyak anjing buzzerp yg gonggong sekarang anjing nya,jenis cuaca ekstrem,-1,Negatif
dulu tukang kayu solo bilang begini kalau jadi presiden makin mudah tanggulang banjir jakarta lupa nama nya siapa ingat kata nya,jenis cuaca ekstrem,-1,Negatif
jakarta banjir tuh kok ga komen iya tugas nya cuman jadi buzzer istana yah,jenis cuaca ekstrem,-1,Negatif
bmkg waspada cuaca ekstrem hingga 8 maret 2024,prediksi cuaca,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
jakarta banjir nohmana suara kodok nya,jenis cuaca ekstrem,-1,Negatif
nek udan full banjir sak dal dal,jenis cuaca ekstrem,-1,Negatif
air mata alir deras ky banjir,jenis cuaca ekstrem,-1,Negatif
brimob polda sulsel gerak cepat evakuasi longsor bonglo bastem utara kab luwu sulawesi selatan senin pagi 2622024 kabupaten luwu sulawesi selatan guncang buah bencana tanah longsor jadi desa bonglo camat bastem utara,tanggapan pemerintah atau masyarakat,-1,Negatif
kok jakarta banjir dmn2 ga sampe trending topic biasanta trending hmmmm,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
mitigasi bencana tsunami peta evakuasi pasang kawasan pantai bantul,tanggapan pemerintah atau masyarakat,-1,Negatif
maklum suara bawa arus banjir sampe masuk gorong2 hanyut istana moga aja ga tenggelam klo tenggelam jadi wabah,jenis cuaca ekstrem,-1,Negatif
halaaah mana suara banjir jakarta,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
bukan banjir salah parkir air tunggu air masuk serap tanah air banyak jadi antri serap bukan banjir,jenis cuaca ekstrem,-2,Negatif
banjir air mata abis dengerin rumah salma salsabil,jenis cuaca ekstrem,-1,Negatif
0000 waktu to make a wish moga bangun pagi gak macet gak hujan gak banjir,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
maklum suara bawa arus banjir sampe masuk gorong2 hanyut istana moga aja ga tenggelam klo tenggelam jadi wabah,jenis cuaca ekstrem,-1,Negatif
ril kok bokap kan dulu kerja daerah pulomas jd emg udh biasa tiap musim banjir tuh dr rumah bekel baju ganti sendal jepit mobil parkir daerah yg surut naik perahu karet kantor trs sempet bbrp tahun sblm skrg ga alami banjir,jenis cuaca ekstrem,-2,Negatif
jakarta banjir mau kantor susah gmn heyyy wakil rakyat,jenis cuaca ekstrem,-1,Negatif
alih isu gegara liwet banjir pak,jenis cuaca ekstrem,-1,Negatif
tuh makan tu banjir kemarin bilang anies tukang parkir air mana kok koar koar lelep,jenis cuaca ekstrem,-1,Negatif
salah satu contoh hujan akhir jadi banjir jalan akhir macet total baru pj gubernur dki jakarta daerah kelapa gading daerah moi sekitar blm atas era gub dki jakarta anies baswedan pernah jadi tesebut,jenis cuaca ekstrem,-1,Negatif
loe aja yg ribet tanya jelas jakarta gk pernah lepas dr banjir tanya jelas beda banjir pak anies dn pak heru loe gk terima emang gk otak,jenis cuaca ekstrem,-2,Negatif
jumlah kawasan jakarta rendam banjir usai guyur hujan deras kamis 292 badan tanggulang bencana daerah bpbd dki jakarta meta 25 lurah rawan banjir jakarta kutip situs bmkg jakarta kamis 292 khusus wilayah dki jakarta hujan,jenis cuaca ekstrem,-4,Negatif
hey jkt banjir kok kau ngga ribut woyyyyy,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
banjir nunmul,jenis cuaca ekstrem,-1,Negatif
dulu zaman abah pimpin ga banjir ada parkir air,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
kan mah atas banjir akn mudah jdi persiden mlh sekarang ga urus banjir urus nya ank kolega nya hii,jenis cuaca ekstrem,-2,Negatif
w abis evakuasi kucing jalan rumah tetangga rumah w btw w terjang banjir kucing bener2 takut air susah tadi ambil takut bgt sampe nyengkrem tangan untung dah kenal emg kucing alim pantes laku kalang jantan,jenis cuaca ekstrem,-1,Negatif
bbanjir banjir banjir banjir,jenis cuaca ekstrem,-3,Negatif
biasa jadi bencana bagai daerah indonesia jajar tnipolri bahumembahu bantu warga dampak bencana bantu evakuasi tempat kena bencana peran negeri salut,tanggapan pemerintah atau masyarakat,-3,Negatif
jakarta sedang kepung banjir mau tanya partaipartai kemarin berisik hakim anies gak suara betulbetul kalian kelompok paylater,jenis cuaca ekstrem,-1,Negatif
kalo kaya mah jaman jabat serba give away maklumin aja nama hujan kaya ga pernah banjir aja kalo jaman pa anies baru deh goreng ros,jenis cuaca ekstrem,-1,Negatif
kelapa gading mah ga heran paling byk yg senwaktun negatif anies sejak pilgub dki 2017 meski diframing negatif banjir kelapa gading zaman anies dihandle baik gilir zaman pj heru daerah sini gmpang banjir nikmat pilih senwaktun kok dahulu,jenis cuaca ekstrem,-1,Negatif
pa kabar pekanbaru banjir panas jalan berlobang,jenis cuaca ekstrem,-1,Negatif
enak jadi heru jakarta dimana2 banjir adem2 aja yg biasa mulut ngelebihin kaleng rombeng rombong kaleng rombeng memang udah sesat jauh waras,jenis cuaca ekstrem,-1,Negatif
day 11 as a buten terjang hujan banjir tetap inten cinta,jenis cuaca ekstrem,-1,Negatif
si paling korban iya deh anies paling sempurna ga banjir pas jadi gub jakarta,jenis cuaca ekstrem,-1,Negatif
banjir azab kecil buat sekutu sakit hati,jenis cuaca ekstrem,-1,Negatif
banjir banjir,jenis cuaca ekstrem,-2,Negatif
anjirr dulu daerah rumah dalem sampe yg bikin perahu kayuuu asal luu tauu wwkkw tiap pagi bokap kalo ga terjang banjir gendong buat sekolah nyewa perahuuu sampe tempat yg engga kena banjir tp seru dulu banjir mas bening,jenis cuaca ekstrem,-3,Negatif
heru budi main main nikmat banjir ban ban mobil,jenis cuaca ekstrem,-1,Negatif
bah abah kacau nih banjir paraahhh,jenis cuaca ekstrem,-1,Negatif
jakarta banjir diem diem aje biasa nyap nyap klo anies yg gubernur kritik kok pilah pilih,jenis cuaca ekstrem,-1,Negatif
banjir banjir banjir biasa paling berisik partai anak muda tuuuh,jenis cuaca ekstrem,-3,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
hello partai sok intelek mana suara jkt banjir klakuan klian slama brisik ga tauny order smua,jenis cuaca ekstrem,-1,Negatif
mana anjing2 babi2 partey yg dulu brisiik trs ttg banjir zaman pak anies ude pade kojor yak,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
tadi sore dh banjir banget after vlog lanjut teaser mv daesung auto play muter epitone projek sleepless dh sampe sengguk,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
kapolsek piyungan akp amir machmud sikom sama personel polsek rawan warga masyarakat laku evakuasi pohon tumbang jalan dusun gedong srimartani piyungan jalan dusun ngantunan prayan srimulyo piyungan bantul,tanggapan pemerintah atau masyarakat,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata,tanggapan pemerintah atau masyarakat,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
bukan banjir parkir air,jenis cuaca ekstrem,-1,Negatif
bencana tanah longsor daerah puncak tnipolri rawan sukarela laku evakuasi korban sedia tempat tampung beri bantu logistik medis korban dampak wujud nyata peran negeri,tanggapan pemerintah atau masyarakat,-2,Negatif
padahal jaman pj gubernur justru lebih parah banjir sana kan bangke emang kerja senyap kades bajing wakakak,jenis cuaca ekstrem,-1,Negatif
banjir nunmul,jenis cuaca ekstrem,-1,Negatif
sebab banjir perilaku masyarakat,jenis cuaca ekstrem,-1,Negatif
lima tahun selalu update nyata penasaran apa nyata baru ikn selesai nyata ikn dampak banjir bahkan musibah lain tunggu,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
baik mana pakdi awal pak anies megang jakarta hujan deras banjir 4 kali banjir tempat jadi hujan deras stlh tdk pernah banjir nga tau hujan jarang turun daerah kayu tolong krna hujan jarang jkt tp panas bgt jkt masa pak anies,jenis cuaca ekstrem,-2,Negatif
macet banjir jakarta lebih mudah atas kalo mukidi jadi sekjen pbb,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan banjir akibat curah hujan tinggi,jenis cuaca ekstrem,-2,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan banjir akibat curah hujan tinggi utama daerah dekat,jenis cuaca ekstrem,-2,Negatif
tuh tau banjir jkt ig yg muncul waktuline,jenis cuaca ekstrem,-1,Negatif
alih isu gegara liwet banjir pak,jenis cuaca ekstrem,-1,Negatif
kelapa gading awal upa rawa area resap air jadi huni wilayah selalu banjir,jenis cuaca ekstrem,-1,Negatif
edar berita jakarta sekarang yg banjir kok diem emang klo bukan anies gubernur jakarta jadi adem yah ga yg ribut masalah banjir lg salut buat pak heru yg ayom warga,jenis cuaca ekstrem,-2,Negatif
polri lalu seksi dokkes jajar polda lampung beri layan sehat masyarakat dampak banjir landa beberapa wilayah bandar lampung,jenis cuaca ekstrem,-1,Negatif
ga ngebacot jakarta banjir kaya parkir air hii,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabluwu sulawesi selatan tim sar gabtnipolri bpbd instansi kait peran negeri dg gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
woooiiiii tanyain jakarta banjir kok g da bacot nya woi ngambang,jenis cuaca ekstrem,-1,Negatif
gapapaa siap tampung misal hati kakak banjir bandang terlalu bucin,jenis cuaca ekstrem,-1,Negatif
kocak ahok doang yg resin banjir lama sisa ngerusak doang,jenis cuaca ekstrem,-1,Negatif
pak anies sdh tdk gub dki pengaruh orang2 luar jkt ga tau kl jkt banjir,jenis cuaca ekstrem,-1,Negatif
hati2 banjir sekarang mmg sengaja biar hening suara satwa liar makin kuat alas rezim jkw utk pindah ibukota hutan ikn,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban,tanggapan pemerintah atau masyarakat,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
cak ancol banjir tuh,jenis cuaca ekstrem,-1,Negatif
banjir dki kamu g ribut,jenis cuaca ekstrem,-1,Negatif
dulu tukang kayu solo bilang begini kalau jadi presiden makin mudah tanggulang banjir jakarta lupa nama nya siapa ingat kata nya,jenis cuaca ekstrem,-1,Negatif
kapok banjir dukung cerdas cuma nyinyir pak anies,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan banjir akibat curah hujan tinggi utama daerah dekat,jenis cuaca ekstrem,-2,Negatif
lapor pak jakarta banjir gimna tuch,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
gapapaa siap tampung misal hati kakak banjir bandang terlalu bucin,jenis cuaca ekstrem,-1,Negatif
jakarta banjir kok kalian enggak tantrum,jenis cuaca ekstrem,-1,Negatif
baru mulai aja udah nang merinding sampe lagu slesai banjir banget nih air mata rumah is out now,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan banjir akibat curah hujan tinggi utama daerah dekat,jenis cuaca ekstrem,-2,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
banjir banjir,jenis cuaca ekstrem,-2,Negatif
garagara nungguin update tiap landing akhir last landing banjir pecah bgt nang kek org patah hati haru pol to the moon,jenis cuaca ekstrem,-1,Negatif
jakarta banjir kritik si heru lekas,jenis cuaca ekstrem,-1,Negatif
polri lalu jajar polres tana toraja laku evakuasi cepat korban dampak banjir wilayah camat makale kabupaten tana toraja sulawesi selatan,jenis cuaca ekstrem,-1,Negatif
baru mulai aja udah nang merinding sampe lagu slesai banjir banget nih air mata rumah is out now,jenis cuaca ekstrem,-1,Negatif
wilayah waspada sleman pakem turi ngaglik sleman tempel cangkring gunungkidul ngawen min dibuatissued 28 februari 2024 pukul 1715 wib forecaster on duty bmkg yia,prediksi cuaca,-1,Negatif
jakarta banjir goblook mana orang yg suka nyinyir keluar tololl jangan waktu ab aja yg nyinyir,jenis cuaca ekstrem,-1,Negatif
iya mau bikin video reporter banjir,jenis cuaca ekstrem,-1,Negatif
mana nih partas sekitar ibukota psi biasa rame kalo banjir sekarang kok kyk sepi,jenis cuaca ekstrem,-1,Negatif
kan 10 tahun lalu yg bilang banjir macet kagak klo jadi presiden mkmkkmkmk,jenis cuaca ekstrem,-1,Negatif
bner tuh olympus bneran banjir scatter sering cuan,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
banjir air mata abis dengerin rumah salma salsabil,jenis cuaca ekstrem,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
banjir,jenis cuaca ekstrem,-1,Negatif
tanggap dong abang nona banjir jakarta kok ngga ribut kaya tahun lalu ayodong rindu nih bising suara abang nona semua,jenis cuaca ekstrem,-1,Negatif
biasa jadi bencana bagai daerah indonesia jajar tnipolri bahumembahu bantu warga dampak bencana bantu evakuasi tempat kena bencana peran negeri salut,tanggapan pemerintah atau masyarakat,-3,Negatif
ayo bacot mana jakarta banjir tuh awokwokwok,jenis cuaca ekstrem,-1,Negatif
ujan ujan ujan banjir,jenis cuaca ekstrem,-1,Negatif
heru tuh ga ngapangapain kajarta kalau banjir salah pak anies,jenis cuaca ekstrem,-1,Negatif
pagipagi dah banjir hmm,jenis cuaca ekstrem,-1,Negatif
woiii jakarta banjir tuh kok bunyi,jenis cuaca ekstrem,-1,Negatif
kelapa gading awal upa rawa area resap air jadi huni wilayah selalu banjir,jenis cuaca ekstrem,-1,Negatif
day 11 as a buten terjang hujan banjir tetap inten cinta,jenis cuaca ekstrem,-1,Negatif
satbrimob polda sulsel hasil bantu evakuasi korban timbun longsor bersih sisa longsor tutup akses jalan tel korban jiwa bencana tanah longsor buat akses jalan lokasi tutup,tanggapan pemerintah atau masyarakat,-1,Negatif
coba cek kali aja herbud ikut hanyut bawa banjir pas bobo cantik,jenis cuaca ekstrem,-1,Negatif
sama sama produk istana larang hujat bentar buat alas deh tuh banjir biar tambah dana buat ikn,jenis cuaca ekstrem,-1,Negatif
coba ganti basah banjir jadi hujan jalan banjir jalan banjir jadi hujan ha,jenis cuaca ekstrem,-3,Negatif
coba ganti basah banjir jadi hujan jalan banjir jalan banjir jadi hujan ha,jenis cuaca ekstrem,-3,Negatif
jakarta banjir,jenis cuaca ekstrem,-1,Negatif
oyy jkt banjir,jenis cuaca ekstrem,-1,Negatif
macet banjir jakarta lebih mudah atas kalo mukidi jadi sekjen pbb,jenis cuaca ekstrem,-1,Negatif
lebih bingung soal mitigasi jalan dr mitigasi cm sosialisasi bikin jalur evakuasi bukan arti ga perlu jauh bgt kalo banding apa yg laku negara rawan bencana jepang emang ga apple to apple kali,tanggapan pemerintah atau masyarakat,-2,Negatif
pa kabar pekanbaru banjir panas jalan berlobang,jenis cuaca ekstrem,-1,Negatif
beberapa daerah kena dampak bencana banjir tanah longsor akibat cuaca curah hujan tinggi sigap polri bantu evakuasi warga daerah sebut semua wujud nyata polri peran negeri,jenis cuaca ekstrem,-2,Negatif
waspada bmkg yogyakarta ungkap cepat angin puting beliung diy capai 180 kmjam sebab,prediksi cuaca,-1,Negatif
bencana alam tanah longsor landa wilayah kabupaten luwu sulawesi selatan tim sar gabung tnipolri bpbd instansi kait peran negeri gotong royong laku cari evakuasi korban nyata timbun tanah,tanggapan pemerintah atau masyarakat,-1,Negatif
mitigasi bencana tsunami peta evakuasi pasang kawasan pantai bantul,tanggapan pemerintah atau masyarakat,-1,Negatif
